Gamma,Alpha,Training_accuracy,Test_accuracy,Exp. training acc. estimate,Accuracy estimate (Exp. stat. acc. estimate)
15,5,0.4794988381428415,0.47758410386879324,0.4794988381428415,0.47758410386879324
