Gamma,Alpha,Training_accuracy,Test_accuracy,Exp. training acc. estimate,Accuracy estimate (Exp. stat. acc. estimate)
15,5,0.49680966693534,0.4945548323628147,0.49680966693534,0.4945548323628147
